System,Year,PdxnYear,PdxnYearBH,RepYear,Popn,ID,Geno,Rep,Rep_ID,Breeding_hist,Cross,Seed_Color,SeedWT_per_Plant_Grams,DTG,GermPercent,Cotyledon_Color,Vigor,DT50%F,100_SW,Taproot_Diameter,BR_1_Diameter,BR_2_Diameter,Branching_Density,Disease_Rating
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,18,C18,2,C18_2,Organic,HYPR,Pigmented,NA,14,0.87,NA,6,NA,NA,0.05,0.05,0.04,8,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,18,C18,3,C18_3,Organic,HYPR,Pigmented,NA,14,0.95,NA,7,NA,NA,0.07,0.06,0.05,8,2
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,2,C2,1,C2_1,Organic,HYPR,White,NA,13,0.92,NA,6,NA,NA,0.07,0.07,0.06,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,2,C2,2,C2_2,Organic,HYPR,White,NA,15,0.88,NA,7,NA,NA,0.04,0.05,0.06,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,2,C2,3,C2_3,Organic,HYPR,White,NA,14,0.78,NA,5,NA,NA,0.07,0.06,0.05,3,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,21,C21,1,C21_1,Organic,HYPR,Pigmented,NA,15,0.88,NA,4,NA,NA,0.05,0.04,0.05,8,2
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,21,C21,2,C21_2,Organic,HYPR,Pigmented,NA,15,0.82,NA,6,NA,NA,0.09,0.1,0.07,8,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,21,C21,3,C21_3,Organic,HYPR,Pigmented,NA,15,0.87,NA,6,NA,NA,0.05,0.05,0.05,7,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,27,C27,1,C27_1,Organic,HYPR,Pigmented,NA,13,0.65,NA,4,NA,NA,0.12,0.1,0.08,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,27,C27,2,C27_2,Organic,HYPR,Pigmented,NA,15,0.78,NA,6,NA,NA,0.1,0.1,0.06,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,27,C27,3,C27_3,Organic,HYPR,Pigmented,NA,15,0.77,NA,5,NA,NA,0.1,0.1,0.08,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,29,C29,1,C29_1,Organic,HYPR,Pigmented,NA,14,0.65,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,29,C29,2,C29_2,Organic,HYPR,Pigmented,NA,15,0.83,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,29,C29,3,C29_3,Organic,HYPR,Pigmented,NA,17,0.5,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,3,C3,1,C3_1,Organic,HYPR,White,NA,13,0.88,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,3,C3,2,C3_2,Organic,HYPR,White,NA,14,0.88,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,3,C3,3,C3_3,Organic,HYPR,White,NA,14,0.55,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,30,C30,1,C30_1,Organic,HYPR,White,NA,14,0.82,NA,3,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,30,C30,2,C30_2,Organic,HYPR,White,NA,13,0.5,NA,4,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,30,C30,3,C30_3,Organic,HYPR,White,NA,14,0.45,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,31,C31,1,C31_1,Organic,HYPR,Pigmented,NA,15,0.87,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,31,C31,2,C31_2,Organic,HYPR,Pigmented,NA,14,0.98,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,31,C31,3,C31_3,Organic,HYPR,Pigmented,NA,15,0.93,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,32,C32,1,C32_1,Organic,HYPR,Pigmented,NA,12,0.95,NA,7,NA,NA,0.1,0.06,0.04,4,3
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,32,C32,2,C32_2,Organic,HYPR,Pigmented,NA,14,0.98,NA,6,NA,NA,0.09,0.04,0.07,7,2
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,32,C32,3,C32_3,Organic,HYPR,Pigmented,NA,14,0.92,NA,7,NA,NA,0.1,0.06,0.06,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,34,C34,1,C34_1,Organic,HYPR,Pigmented,NA,15,0.92,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,34,C34,2,C34_2,Organic,HYPR,Pigmented,NA,14,0.88,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,34,C34,3,C34_3,Organic,HYPR,Pigmented,NA,15,0.95,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,36,C36,1,C36_1,Organic,HYPR,Pigmented,NA,15,0.92,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,36,C36,2,C36_2,Organic,HYPR,Pigmented,NA,14,0.82,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,36,C36,3,C36_3,Organic,HYPR,Pigmented,NA,15,0.85,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,37,C37,1,C37_1,Organic,HYPR,Pigmented,NA,13,0.73,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,37,C37,2,C37_2,Organic,HYPR,Pigmented,NA,14,0.9,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,37,C37,3,C37_3,Organic,HYPR,Pigmented,NA,15,0.95,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,38,C38,1,C38_1,Organic,HYPR,Pigmented,NA,13,0.87,NA,6,NA,NA,0.12,0.07,0.08,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,38,C38,2,C38_2,Organic,HYPR,Pigmented,NA,14,0.9,NA,7,NA,NA,0.06,0.07,0.08,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,38,C38,3,C38_3,Organic,HYPR,Pigmented,NA,14,0.9,NA,7,NA,NA,0.08,0.1,0.08,3,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,41,C41,1,C41_1,Organic,HYPR,White,NA,12,0.95,NA,6,NA,NA,0.07,0.07,0.05,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,41,C41,2,C41_2,Organic,HYPR,White,NA,13,0.8,NA,6,NA,NA,0.04,0.03,0.05,11,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,41,C41,3,C41_3,Organic,HYPR,White,NA,15,0.78,NA,5,NA,NA,0.07,0.07,0.05,8,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,42,C42,1,C42_1,Organic,HYPR,Pigmented,NA,14,0.78,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,42,C42,2,C42_2,Organic,HYPR,Pigmented,NA,13,0.93,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,42,C42,3,C42_3,Organic,HYPR,Pigmented,NA,15,0.87,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,43,C43,1,C43_1,Organic,HYPR,Pigmented,NA,13,0.95,NA,4,NA,NA,0.08,0.08,0.07,3,3
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,43,C43,2,C43_2,Organic,HYPR,Pigmented,NA,12,0.8,NA,6,NA,NA,0.05,0.05,0.03,3,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,43,C43,3,C43_3,Organic,HYPR,Pigmented,NA,13,0.92,NA,6,NA,NA,0.05,0.07,0.05,2,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,45,C45,1,C45_1,Organic,HYPR,Pigmented,NA,14,0.75,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,45,C45,2,C45_2,Organic,HYPR,Pigmented,NA,14,0.82,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,45,C45,3,C45_3,Organic,HYPR,Pigmented,NA,15,0.87,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,46,C46,1,C46_1,Organic,HYPR,Pigmented,NA,13,0.93,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,46,C46,2,C46_2,Organic,HYPR,Pigmented,NA,14,0.63,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,46,C46,3,C46_3,Organic,HYPR,Pigmented,NA,13,0.5,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,47,C47,1,C47_1,Organic,HYPR,White,NA,13,0.85,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,47,C47,2,C47_2,Organic,HYPR,White,NA,14,0.92,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,47,C47,3,C47_3,Organic,HYPR,White,NA,14,0.75,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,5,C5,1,C5_1,Organic,HYPR,Pigmented,NA,13,0.87,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,5,C5,2,C5_2,Organic,HYPR,Pigmented,NA,14,0.87,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,5,C5,3,C5_3,Organic,HYPR,Pigmented,NA,13,0.92,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,51,C51,1,C51_1,Organic,HYPR,White,NA,13,0.85,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,51,C51,2,C51_2,Organic,HYPR,White,NA,16,0.63,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,51,C51,3,C51_3,Organic,HYPR,White,NA,15,0.67,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,52,C52,1,C52_1,Organic,HYPR,Pigmented,NA,14,0.78,NA,7,NA,NA,0.07,0.07,0.07,6,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,52,C52,2,C52_2,Organic,HYPR,Pigmented,NA,13,0.92,NA,8,NA,NA,0.07,0.05,0.05,3,2
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,52,C52,3,C52_3,Organic,HYPR,Pigmented,NA,14,0.92,NA,7,NA,NA,0.07,0.05,0.05,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,54,C54,1,C54_1,Organic,HYPR,White,NA,14,0.9,NA,5,NA,NA,0.08,0.07,0.07,9,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,54,C54,2,C54_2,Organic,HYPR,White,NA,15,0.73,NA,6,NA,NA,0.14,0.07,0.08,9,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,54,C54,3,C54_3,Organic,HYPR,White,NA,15,0.88,NA,6,NA,NA,0.05,0.05,0.07,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,57,C57,1,C57_1,Organic,HYPR,Pigmented,NA,15,0.68,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,57,C57,2,C57_2,Organic,HYPR,Pigmented,NA,14,0.85,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,57,C57,3,C57_3,Organic,HYPR,Pigmented,NA,15,0.78,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,58,C58,1,C58_1,Organic,HYPR,White,NA,12,0.92,NA,7,NA,NA,0.1,0.07,0.07,8,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,58,C58,2,C58_2,Organic,HYPR,White,NA,14,0.9,NA,6,NA,NA,0.07,0.03,0.05,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,58,C58,3,C58_3,Organic,HYPR,White,NA,14,0.9,NA,7,NA,NA,0.07,0.08,0.05,6,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,59,C59,1,C59_1,Organic,HYPR,Pigmented,NA,13,0.93,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,59,C59,2,C59_2,Organic,HYPR,Pigmented,NA,14,0.92,NA,8,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,59,C59,3,C59_3,Organic,HYPR,Pigmented,NA,14,0.92,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,61,C61,1,C61_1,Organic,HYPR,Pigmented,NA,13,0.93,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,61,C61,2,C61_2,Organic,HYPR,Pigmented,NA,13,0.97,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,61,C61,3,C61_3,Organic,HYPR,Pigmented,NA,13,0.95,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,62,C62,1,C62_1,Organic,HYPR,Pigmented,NA,15,0.83,NA,5,NA,NA,0.1,0.04,0.03,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,62,C62,2,C62_2,Organic,HYPR,Pigmented,NA,14,0.67,NA,5,NA,NA,0.12,0.09,0.05,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,62,C62,3,C62_3,Organic,HYPR,Pigmented,NA,15,0.78,NA,6,NA,NA,0.08,0.07,0.08,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,63,C63,1,C63_1,Organic,HYPR,Pigmented,NA,13,0.93,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,63,C63,2,C63_2,Organic,HYPR,Pigmented,NA,14,0.95,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,63,C63,3,C63_3,Organic,HYPR,Pigmented,NA,16,0.95,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,64,C64,1,C64_1,Organic,HYPR,White,NA,13,0.97,NA,6,NA,NA,0.09,0.1,0.06,8,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,64,C64,2,C64_2,Organic,HYPR,White,NA,14,0.87,NA,6,NA,NA,0.07,0.08,0.06,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,64,C64,3,C64_3,Organic,HYPR,White,NA,14,0.92,NA,6,NA,NA,0.08,0.07,0.06,6,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,65,C65,1,C65_1,Organic,HYPR,Pigmented,NA,14,0.87,NA,6,NA,NA,0.07,0.06,0.03,4,3
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,65,C65,2,C65_2,Organic,HYPR,Pigmented,NA,14,0.92,NA,7,NA,NA,0.08,0.07,0.04,6,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,65,C65,3,C65_3,Organic,HYPR,Pigmented,NA,14,0.88,NA,6,NA,NA,0.08,0.08,0.06,4,2
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,67,C67,1,C67_1,Organic,HYPR,Pigmented,NA,13,0.82,NA,7,NA,NA,0.08,0.05,0.07,8,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,67,C67,2,C67_2,Organic,HYPR,Pigmented,NA,13,0.92,NA,7,NA,NA,0.07,0.05,0.03,5,3
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,67,C67,3,C67_3,Organic,HYPR,Pigmented,NA,14,0.97,NA,6,NA,NA,0.08,0.04,0.06,5,3
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,69,C69,1,C69_1,Organic,HYPR,Pigmented,NA,12,0.93,NA,6,NA,NA,0.094,0.05,0.06,9,3
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,69,C69,2,C69_2,Organic,HYPR,Pigmented,NA,14,0.63,NA,6,NA,NA,0.07,0.04,0.04,6,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,69,C69,3,C69_3,Organic,HYPR,Pigmented,NA,13,0.93,NA,6,NA,NA,0.05,0.03,0.04,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,7,C7,1,C7_1,Organic,HYPR,Pigmented,NA,15,0.82,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,7,C7,2,C7_2,Organic,HYPR,Pigmented,NA,13,0.85,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,7,C7,3,C7_3,Organic,HYPR,Pigmented,NA,15,0.78,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,76,C76,1,C76_1,Organic,HYPR,Pigmented,NA,14,0.85,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,76,C76,2,C76_2,Organic,HYPR,Pigmented,NA,14,1,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,76,C76,3,C76_3,Organic,HYPR,Pigmented,NA,14,0.8,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,77,C77,1,C77_1,Organic,HYPR,Pigmented,NA,15,0.8,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,77,C77,2,C77_2,Organic,HYPR,Pigmented,NA,15,0.9,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,77,C77,3,C77_3,Organic,HYPR,Pigmented,NA,15,0.9,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,78,C78,1,C78_1,Organic,HYPR,White,NA,12,0.95,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,78,C78,2,C78_2,Organic,HYPR,White,NA,14,0.87,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,78,C78,3,C78_3,Organic,HYPR,White,NA,13,0.88,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,79,C79,1,C79_1,Organic,HYPR,White,NA,15,0.6,NA,4,NA,NA,0.09,0.08,0.07,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,79,C79,2,C79_2,Organic,HYPR,White,NA,14,0.67,NA,5,NA,NA,0.1,0.06,0.05,5,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,79,C79,3,C79_3,Organic,HYPR,White,NA,13,0.63,NA,5,NA,NA,0.12,0.08,0.09,8,3
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,8,C8,1,C8_1,Organic,HYPR,Pigmented,NA,12,0.82,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,8,C8,2,C8_2,Organic,HYPR,Pigmented,NA,14,0.95,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,8,C8,3,C8_3,Organic,HYPR,Pigmented,NA,13,0.93,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,82,C82,1,C82_1,Organic,HYPR,White,NA,13,0.9,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,82,C82,2,C82_2,Organic,HYPR,White,NA,15,0.93,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,82,C82,3,C82_3,Organic,HYPR,White,NA,15,0.58,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,86,C86,1,C86_1,Organic,HYPR,Pigmented,NA,13,0.83,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,86,C86,2,C86_2,Organic,HYPR,Pigmented,NA,15,0.77,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,86,C86,3,C86_3,Organic,HYPR,Pigmented,NA,16,0.78,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,87,C87,1,C87_1,Organic,HYPR,Pigmented,NA,13,0.77,NA,6,NA,NA,0.08,0.05,0.03,5,2
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,87,C87,2,C87_2,Organic,HYPR,Pigmented,NA,13,0.9,NA,7,NA,NA,0.07,0.05,0.04,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,87,C87,3,C87_3,Organic,HYPR,Pigmented,NA,14,0.77,NA,6,NA,NA,0.09,0.08,0.07,6,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,88,C88,1,C88_1,Organic,HYPR,Pigmented,NA,14,0.87,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,88,C88,2,C88_2,Organic,HYPR,Pigmented,NA,14,0.93,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,88,C88,3,C88_3,Organic,HYPR,Pigmented,NA,15,0.92,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,89,C89,1,C89_1,Organic,HYPR,Pigmented,NA,14,0.82,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,89,C89,2,C89_2,Organic,HYPR,Pigmented,NA,14,0.92,NA,8,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,89,C89,3,C89_3,Organic,HYPR,Pigmented,NA,14,0.98,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,90,C90,1,C90_1,Organic,HYPR,White,NA,12,0.92,NA,5,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,90,C90,2,C90_2,Organic,HYPR,White,NA,13,0.88,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,90,C90,3,C90_3,Organic,HYPR,White,NA,14,0.8,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,91,C91,1,C91_1,Organic,HYPR,Pigmented,NA,12,0.85,NA,6,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,91,C91,2,C91_2,Organic,HYPR,Pigmented,NA,14,0.83,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,91,C91,3,C91_3,Organic,HYPR,Pigmented,NA,14,0.93,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,92,C92,1,C92_1,Organic,HYPR,Pigmented,NA,15,0.97,NA,7,NA,NA,0.04,0.03,0.05,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,92,C92,2,C92_2,Organic,HYPR,Pigmented,NA,14,0.9,NA,6,NA,NA,0.05,0.06,0.05,3,4
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,92,C92,3,C92_3,Organic,HYPR,Pigmented,NA,15,0.97,NA,6,NA,NA,0.06,0.05,0.05,4,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,93,C93,1,C93_1,Organic,HYPR,Pigmented,NA,13,0.83,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,93,C93,2,C93_2,Organic,HYPR,Pigmented,NA,13,0.95,NA,8,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-3,C,93,C93,3,C93_3,Organic,HYPR,Pigmented,NA,13,0.88,NA,7,NA,NA,NA,NA,NA,NA,NA
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-1,C,94,C94,1,C94_1,Organic,HYPR,White,NA,14,0.85,NA,5,NA,NA,0.1,0.05,0.05,6,1
Conv,2021,2021 Conv,2021 Conv Organic,2021Conv-2,C,94,C94,2,C94_2,Organic,HYPR,White,NA,14,0.87,NA,6,NA,NA,0.12,0.1,0.09,6,1
